lead_id,booked_call,showed_up,time_to_first_contact_mins,follow_up_attempts
L-11071,False,False,34,8
L-11072,False,False,128,5
L-11073,False,False,138,8
L-11074,True,True,4,2
L-11075,True,False,6,6
L-11076,True,True,58,3
L-11077,False,False,44,2
L-11078,False,False,31,7
L-11079,False,False,19,3
L-11080,False,False,212,10
L-11081,False,False,12,1
L-11082,True,True,52,2
L-11083,False,False,20,6
L-11084,False,False,78,9
L-11085,True,False,23,9
L-11086,True,True,93,4
L-11087,True,True,16,2
L-11088,False,False,48,10
L-11089,False,False,53,10
L-11090,False,False,46,3
L-11091,True,True,2,2
L-11092,True,True,37,6
L-11093,True,True,224,6
L-11094,True,False,46,4
L-11095,False,False,103,8
L-11096,False,False,116,2
L-11097,False,False,31,2
L-11098,False,False,143,10
L-11099,True,True,75,8
L-11100,False,False,26,8
L-11101,True,True,25,11
L-11102,False,False,15,11
L-11103,True,True,31,3
L-11104,False,False,46,3
L-11105,True,True,9,3
L-11106,False,False,14,5
L-11107,True,True,1,7
L-11108,False,False,6,3
L-11109,True,True,31,6
L-11110,True,True,108,1
L-11111,True,True,24,2
L-11112,True,True,78,3
L-11113,False,False,34,5
L-11114,True,True,80,1
L-11115,False,False,12,4
L-11116,False,False,51,3
L-11117,True,True,80,4
L-11118,True,False,24,7
L-11119,True,True,66,9
L-11120,True,False,30,2
L-11121,False,False,14,3
L-11122,False,False,30,5
L-11123,False,False,2,5
L-11124,False,False,48,4
L-11125,False,False,31,11
L-11126,False,False,13,1
L-11127,False,False,11,3
L-11128,True,True,38,3
L-11129,True,True,10,9
L-11130,True,True,2,10
L-11131,False,False,29,2
L-11132,False,False,26,9
L-11133,True,False,11,6
L-11134,False,False,5,2
L-11135,True,True,35,5
L-11136,True,True,4,1
L-11137,False,False,42,2
L-11138,False,False,47,8
L-11139,False,False,5,5
L-11140,True,True,23,10
L-11141,False,False,24,7
L-11142,True,True,47,7
L-11143,False,False,46,3
L-11144,True,True,10,2
L-11145,True,True,250,6
L-11146,False,False,4,11
L-11147,True,True,59,3
L-11148,False,False,27,9
L-11149,False,False,68,8
L-11150,False,False,36,9
L-11151,False,False,43,5
L-11152,False,False,111,9
L-11153,True,False,35,5
L-11154,True,True,29,6
L-11155,False,False,5,5
L-11156,False,False,89,9
L-11157,True,True,10,7
L-11158,True,True,27,9
L-11159,False,False,79,4
L-11160,False,False,100,2
L-11161,False,False,112,9
L-11162,False,False,46,5
L-11163,False,False,0,6
L-11164,True,True,85,1
L-11165,True,True,44,5
L-11166,True,True,2,3
L-11167,False,False,95,10
L-11168,False,False,145,5
L-11169,True,True,61,4
L-11170,True,True,0,5
L-11171,False,False,2,5
L-11172,True,False,71,10
L-11173,False,False,8,7
L-11174,False,False,21,11
L-11175,False,False,5,8
L-11176,False,False,13,11
L-11177,True,True,7,10
L-11178,True,True,25,10
L-11179,False,False,74,2
L-11180,False,False,107,7
L-11181,False,False,94,4
L-11182,True,True,24,6
L-11183,True,False,2,10
L-11184,False,False,61,2
L-11185,True,False,35,11
L-11186,True,True,2,2
L-11187,False,False,1,10
L-11188,True,True,118,11
L-11189,True,False,23,3
L-11190,False,False,63,6
L-11191,True,False,17,10
L-11192,False,False,66,6
L-11193,False,False,40,8
L-11194,False,False,37,9
L-11195,False,False,61,2
L-11196,False,False,19,3
L-11197,False,False,89,10
L-11198,False,False,7,5
L-11199,True,True,16,2
L-11200,True,True,6,2
L-11201,True,True,19,11
L-11202,True,True,8,8
L-11203,False,False,16,9
L-11204,False,False,12,1
L-11205,True,True,12,10
L-11206,False,False,38,4
L-11207,False,False,10,3
L-11208,True,False,40,6
L-11209,True,True,87,8
L-11210,True,True,39,2
L-11211,True,False,6,1
L-11212,False,False,7,9
L-11213,True,True,80,9
L-11214,True,True,0,4
L-11215,False,False,5,6
L-11216,False,False,7,7
L-11217,False,False,85,5
L-11218,True,True,15,8
L-11219,False,False,22,6
L-11220,True,False,60,1
L-11221,True,True,62,2
L-11222,False,False,12,9
L-11223,False,False,8,3
L-11224,False,False,12,10
L-11225,False,False,2,6
L-11226,False,False,20,3
L-11227,False,False,36,11
L-11228,False,False,1,11
L-11229,True,False,6,1
L-11230,True,True,45,5
L-11231,True,False,91,1
L-11232,True,True,13,5
L-11233,True,True,13,8
L-11234,False,False,32,2
L-11235,False,False,46,4
L-11236,True,True,18,7
L-11237,False,False,54,10
L-11238,False,False,70,9
L-11239,True,False,35,9
L-11240,True,False,22,2
L-11241,False,False,52,5
L-11242,False,False,44,11
L-11243,False,False,1,3
L-11244,True,True,108,6
L-11245,False,False,226,1
L-11246,True,True,23,3
L-11247,True,True,93,5
L-11248,True,True,0,10
L-11249,False,False,17,11
L-11250,False,False,16,10
L-11251,False,False,10,5
L-11252,False,False,117,6
L-11253,False,False,53,7
L-11254,False,False,55,3
L-11255,True,True,91,6
L-11256,True,True,50,5
L-11257,True,True,82,1
L-11258,True,False,62,2
L-11259,True,True,58,3
L-11260,False,False,132,9
L-11261,True,False,1,7
L-11262,True,True,83,2
L-11263,False,False,29,11
L-11264,False,False,15,9
L-11265,True,False,47,4
L-11266,False,False,32,3
L-11267,False,False,20,11
L-11268,True,True,32,9
L-11269,False,False,20,10
L-11270,False,False,89,5
L-11271,True,True,75,9
L-11272,False,False,36,5
L-11273,True,True,108,2
L-11274,False,False,19,5
L-11275,False,False,44,7
L-11276,True,False,12,1
L-11277,False,False,32,3
L-11278,True,True,6,4
L-11279,True,True,76,3
L-11280,True,True,23,9
L-11281,True,True,6,3
L-11282,True,True,3,7
L-11283,True,True,25,4
L-11284,True,False,8,7
L-11285,True,False,9,5
L-11286,True,False,69,9
L-11287,True,False,19,8
L-11288,False,False,7,9
L-11289,False,False,90,7
L-11290,True,True,27,5
L-11291,True,True,53,6
L-11292,True,False,153,7
L-11293,True,True,120,8
L-11294,False,False,116,2
L-11295,False,False,0,10
L-11296,False,False,37,6
L-11297,False,False,1,4
L-11298,True,True,7,11
L-11299,False,False,56,8
L-11300,False,False,0,11
L-11301,False,False,25,5
L-11302,True,True,143,3
L-11303,False,False,0,7
L-11304,True,False,10,5
L-11305,False,False,53,8
L-11306,False,False,0,10
L-11307,False,False,140,9
L-11308,False,False,98,10
L-11309,True,False,7,1
L-11310,True,False,1,7
L-11311,False,False,13,5
L-11312,True,False,66,9
L-11313,True,True,58,6
L-11314,True,False,24,5
L-11315,True,True,25,6
L-11316,True,True,2,8
L-11317,False,False,43,4
L-11318,False,False,131,4
L-11319,False,False,82,5
L-11320,True,False,19,11
L-11321,True,False,2,5
L-11322,True,False,14,10
L-11323,False,False,17,9
L-11324,True,True,8,6
L-11325,False,False,50,3
L-11326,True,False,15,6
L-11327,True,True,23,9
L-11328,False,False,6,8
L-11329,False,False,1,6
L-11330,True,True,84,9
L-11331,True,True,33,3
L-11332,False,False,37,2
L-11333,True,False,197,7
L-11334,False,False,65,11
L-11335,True,True,24,10
L-11336,True,True,7,10
L-11337,True,True,20,2
L-11338,True,True,18,3
L-11339,True,True,31,6
L-11340,True,True,119,3
L-11341,True,True,73,7
L-11342,True,False,6,7
L-11343,False,False,67,6
L-11344,False,False,27,10
L-11345,True,True,26,6
L-11346,False,False,23,9
L-11347,True,True,11,3
L-11348,True,False,0,5
L-11349,False,False,4,3
L-11350,True,True,13,7
L-11351,False,False,5,2
L-11352,False,False,53,3
L-11353,False,False,26,6
L-11354,True,True,17,2
L-11355,False,False,14,2
L-11356,True,True,18,5
L-11357,True,True,101,10
L-11358,False,False,197,2
L-11359,True,True,84,9
L-11360,True,True,36,10
L-11361,True,False,37,6
L-11362,False,False,41,4
L-11363,True,True,12,6
L-11364,True,False,69,10
L-11365,False,False,77,1
L-11366,False,False,13,2
L-11367,False,False,102,6
L-11368,False,False,4,8
L-11369,True,True,11,7
L-11370,True,True,10,6
L-11371,True,True,112,8
L-11372,False,False,43,6
L-11373,False,False,80,9
L-11374,False,False,58,7
L-11375,True,True,20,4
L-11376,False,False,18,5
L-11377,False,False,86,6
L-11378,True,True,2,6
L-11379,False,False,130,3
L-11380,True,True,55,9
L-11381,True,True,68,9
L-11382,False,False,80,9
L-11383,False,False,23,3
L-11384,False,False,1,10
L-11385,True,True,11,2
L-11386,True,True,44,7
L-11387,True,True,165,6
L-11388,True,True,49,7
L-11389,False,False,15,9
L-11390,False,False,56,3
L-11391,True,True,68,1
L-11392,False,False,39,6
L-11393,True,True,121,6
L-11394,False,False,69,9
L-11395,True,True,37,11
L-11396,False,False,103,1
L-11397,False,False,17,3
L-11398,True,True,94,10
L-11399,True,True,14,11
L-11400,True,True,0,2
L-11401,False,False,39,9
L-11402,True,True,4,11
L-11403,False,False,117,2
L-11404,False,False,2,2
L-11405,False,False,229,5
L-11406,True,True,10,7
L-11407,False,False,51,11
L-11408,True,True,81,6
L-11409,True,False,7,1
L-11410,False,False,30,6
L-11411,False,False,64,1
L-11412,False,False,2,1
L-11413,True,True,69,6
L-11414,False,False,47,2
L-11415,False,False,41,7
L-11416,True,True,29,4
L-11417,True,True,75,7
L-11418,False,False,41,2
L-11419,True,True,72,11
L-11420,False,False,249,9
L-11421,False,False,37,10
L-11422,False,False,207,1
L-11423,True,False,2,3
L-11424,False,False,8,11
L-11425,False,False,42,2
L-11426,False,False,37,11
L-11427,False,False,37,5
L-11428,True,True,41,10
L-11429,True,True,31,7
L-11430,False,False,25,2
L-11431,True,False,94,5
L-11432,True,True,6,9
L-11433,True,True,41,5
L-11434,False,False,35,10
L-11435,True,True,47,11
L-11436,True,True,26,11
L-11437,True,True,67,9
L-11438,False,False,25,5
L-11439,True,True,6,8
L-11440,False,False,6,10
L-11441,True,True,28,9
L-11442,False,False,43,5
L-11443,False,False,143,11
L-11444,True,True,37,3
L-11445,False,False,13,3
L-11446,False,False,10,2
L-11447,True,True,62,2
L-11448,True,True,112,1
L-11449,True,True,4,11
L-11450,True,False,27,11
L-11451,True,False,31,9
L-11452,True,True,22,4
L-11453,True,True,43,1
L-11454,False,False,41,5
L-11455,False,False,1,5
L-11456,False,False,122,7
L-11457,False,False,81,4
L-11458,True,True,19,5
L-11459,True,False,28,5
L-11460,False,False,25,2
L-11461,True,True,46,4
L-11462,True,True,20,2
L-11463,False,False,20,10
L-11464,True,True,46,1
L-11465,False,False,122,10
L-11466,False,False,24,10
L-11467,True,True,8,8
L-11468,True,False,108,10
L-11469,True,True,276,4
L-11470,True,True,0,10
L-11471,False,False,0,1
L-11472,True,True,8,4
L-11473,False,False,1,8
L-11474,True,True,8,7
L-11475,False,False,51,11
L-11476,False,False,32,7
L-11477,True,True,23,3
L-11478,False,False,57,11
L-11479,False,False,84,9
L-11480,True,True,11,11
L-11481,True,False,12,10
L-11482,True,True,191,5
L-11483,True,False,5,8
L-11484,False,False,18,6
L-11485,True,True,82,7
L-11486,False,False,4,1
L-11487,False,False,7,3
L-11488,True,True,76,8
L-11489,False,False,13,6
L-11490,True,False,48,9
L-11491,False,False,2,6
L-11492,True,True,6,10
L-11493,False,False,1,8
L-11494,False,False,76,4
L-11495,True,True,3,11
L-11496,False,False,13,4
L-11497,True,True,43,4
L-11498,True,True,12,5
L-11499,True,True,40,1
L-11500,True,True,133,5
L-11501,False,False,1,1
L-11502,False,False,3,1
L-11503,False,False,23,11
L-11504,False,False,4,11
L-11505,False,False,8,11
L-11506,False,False,5,2
L-11507,True,False,15,2
L-11508,True,True,13,5
L-11509,False,False,22,3
L-11510,False,False,17,4
L-11511,True,True,36,11
L-11512,False,False,55,6
L-11513,False,False,117,5
L-11514,True,True,8,1
L-11515,False,False,62,6
L-11516,False,False,27,8
L-11517,False,False,34,4
L-11518,True,False,15,9
L-11519,True,True,22,4
L-11520,False,False,76,9
L-11521,True,True,3,1
L-11522,False,False,41,3
L-11523,True,True,41,5
L-11524,False,False,51,5
L-11525,True,False,7,11
L-11526,True,True,61,8
L-11527,True,True,15,8
L-11528,True,True,77,3
L-11529,True,False,10,9
L-11530,False,False,72,1
L-11531,False,False,2,8
L-11532,False,False,1,3
L-11533,True,False,63,11
L-11534,False,False,26,1
L-11535,True,False,33,1
L-11536,True,False,112,1
L-11537,False,False,65,9
L-11538,True,False,61,4
L-11539,False,False,30,2
L-11540,False,False,0,1
L-11541,True,False,14,1
L-11542,True,True,6,10
L-11543,True,True,8,11
L-11544,True,True,49,1
L-11545,False,False,85,6
L-11546,False,False,65,7
L-11547,False,False,13,3
L-11548,True,True,52,4
L-11549,True,False,3,6
L-11550,False,False,13,5
L-11551,False,False,18,1
L-11552,False,False,7,6
L-11553,False,False,15,5
L-11554,True,True,116,7
L-11555,True,False,24,4
L-11556,False,False,0,10
L-11557,False,False,1,7
L-11558,False,False,49,2
L-11559,True,True,117,10
L-11560,True,False,9,5
L-11561,False,False,132,9
L-11562,False,False,2,10
L-11563,True,True,70,8
L-11564,True,False,52,10
L-11565,True,True,49,11
L-11566,True,True,126,1
L-11567,True,True,16,10
L-11568,False,False,32,6
L-11569,False,False,10,7
L-11570,True,False,27,8
L-11571,True,True,11,4
L-11572,False,False,49,8
L-11573,False,False,18,4
L-11574,True,True,73,6
L-11575,False,False,118,5
L-11576,False,False,9,7
L-11577,True,True,22,5
L-11578,True,False,244,11
L-11579,False,False,5,9
L-11580,True,False,8,4
L-11581,False,False,2,3
L-11582,True,True,26,7
L-11583,False,False,104,1
L-11584,False,False,200,6
L-11585,False,False,99,11
L-11586,True,True,132,5
L-11587,True,True,85,3
L-11588,True,True,62,6
L-11589,True,True,22,5
L-11590,True,False,16,3
L-11591,False,False,5,9
L-11592,True,True,51,3
L-11593,True,True,43,4
L-11594,True,False,25,7
L-11595,True,False,167,1
L-11596,True,True,24,10
L-11597,False,False,51,11
L-11598,False,False,5,11
L-11599,True,False,49,3
L-11600,True,True,25,7
L-11601,False,False,100,4
L-11602,False,False,4,9
L-11603,False,False,20,1
L-11604,False,False,60,8
L-11605,False,False,20,5
L-11606,True,True,87,8
L-11607,False,False,32,11
L-11608,False,False,8,5
L-11609,False,False,6,7
L-11610,False,False,99,5
L-11611,False,False,15,6
L-11612,False,False,59,9
L-11613,True,True,73,9
L-11614,False,False,41,6
L-11615,False,False,20,5
L-11616,False,False,56,5
L-11617,False,False,167,11
L-11618,True,True,31,10
L-11619,True,True,75,4
L-11620,False,False,63,1
L-11621,False,False,48,8
L-11622,True,True,35,7
L-11623,False,False,43,3
L-11624,False,False,3,4
L-11625,True,False,76,8
L-11626,False,False,102,6
L-11627,True,True,50,1
L-11628,False,False,142,8
L-11629,False,False,13,8
L-11630,False,False,50,11
L-11631,False,False,113,4
L-11632,True,False,105,8
L-11633,False,False,33,1
L-11634,True,True,10,1
L-11635,False,False,19,7
L-11636,False,False,24,1
L-11637,False,False,77,1
L-11638,True,True,21,1
L-11639,True,True,9,7
L-11640,True,True,4,4
L-11641,False,False,86,9
L-11642,True,False,26,1
L-11643,False,False,31,8
L-11644,False,False,29,4
L-11645,True,True,24,4
L-11646,False,False,10,4
L-11647,False,False,13,6
L-11648,False,False,11,9
L-11649,False,False,49,9
L-11650,False,False,3,7
L-11651,True,True,8,8
L-11652,False,False,8,1
L-11653,False,False,17,1
L-11654,True,False,15,2
L-11655,True,True,33,8
L-11656,False,False,20,7
L-11657,False,False,43,11
L-11658,True,True,65,5
L-11659,False,False,111,11
L-11660,False,False,7,7
L-11661,True,False,29,6
L-11662,True,True,36,10
L-11663,False,False,78,6
L-11664,False,False,0,7
L-11665,False,False,112,10
L-11666,True,False,3,10
L-11667,False,False,60,4
L-11668,True,True,42,3
L-11669,False,False,33,8
L-11670,False,False,51,6
L-11671,False,False,13,1
L-11672,False,False,96,10
L-11673,True,False,16,8
L-11674,True,True,7,6
L-11675,False,False,13,3
L-11676,False,False,14,7
L-11677,True,True,29,11
L-11678,True,False,122,5
L-11679,False,False,34,3
L-11680,True,False,17,6
L-11681,False,False,62,7
L-11682,False,False,65,4
L-11683,True,True,34,7
L-11684,False,False,50,4
L-11685,False,False,68,6
L-11686,True,False,13,1
L-11687,True,True,16,11
L-11688,False,False,19,10
L-11689,True,True,3,1
L-11690,True,True,184,4
L-11691,True,True,20,11
L-11692,False,False,58,8
L-11693,False,False,100,3
L-11694,True,True,15,1
L-11695,False,False,77,3
L-11696,True,True,130,9
L-11697,False,False,27,8
L-11698,False,False,37,6
L-11699,True,True,24,1
L-11700,False,False,3,1
L-11701,False,False,18,8
L-11702,True,False,11,4
L-11703,False,False,1,5
L-11704,False,False,6,9
L-11705,False,False,41,4
L-11706,True,False,55,6
L-11707,True,True,62,2
L-11708,True,True,54,5
L-11709,False,False,11,4
L-11710,True,True,2,11
L-11711,False,False,3,10
L-11712,False,False,66,3
L-11713,False,False,9,2
L-11714,False,False,38,11
L-11715,False,False,293,5
L-11716,False,False,24,11
L-11717,False,False,28,6
L-11718,False,False,35,7
L-11719,False,False,9,2
L-11720,False,False,13,6
L-11721,False,False,8,6
L-11722,False,False,8,3
L-11723,True,True,40,6
L-11724,False,False,14,6
L-11725,True,True,58,7
L-11726,True,True,96,1
L-11727,False,False,15,9
L-11728,False,False,23,9
L-11729,False,False,66,6
L-11730,True,True,3,3
L-11731,False,False,14,8
L-11732,False,False,79,5
L-11733,False,False,79,9
L-11734,False,False,181,7
L-11735,False,False,44,4
L-11736,False,False,66,3
L-11737,True,False,46,4
L-11738,True,False,38,6
L-11739,False,False,100,7
L-11740,False,False,91,7
L-11741,False,False,29,5
L-11742,False,False,14,9
L-11743,True,True,45,6
L-11744,True,True,24,8
L-11745,False,False,103,4
L-11746,True,True,4,10
L-11747,True,True,48,7
L-11748,False,False,15,10
L-11749,True,True,7,3
L-11750,False,False,76,5
L-11751,True,True,32,6
L-11752,True,True,21,5
L-11753,False,False,67,10
L-11754,False,False,8,5
L-11755,False,False,45,3
L-11756,True,True,10,6
L-11757,True,True,52,8
L-11758,True,True,16,7
L-11759,True,True,189,7
L-11760,True,True,92,3
L-11761,True,False,92,11
L-11762,False,False,50,7
L-11763,False,False,11,4
L-11764,False,False,170,10
L-11765,False,False,147,4
L-11766,True,False,56,8
L-11767,True,True,5,4
L-11768,False,False,2,4
L-11769,True,True,1,9
L-11770,False,False,51,2
L-11771,False,False,19,6
L-11772,True,True,18,10
L-11773,True,False,11,10
L-11774,True,True,46,7
L-11775,True,True,11,7
L-11776,True,True,70,10
L-11777,False,False,3,8
L-11778,True,False,35,11
L-11779,False,False,7,10
L-11780,False,False,43,8
L-11781,True,True,24,1
L-11782,False,False,53,1
L-11783,True,True,26,5
L-11784,False,False,43,1
L-11785,False,False,20,11
L-11786,True,False,55,5
L-11787,False,False,58,3
L-11788,False,False,3,3
L-11789,False,False,30,2
L-11790,False,False,12,10
L-11791,True,True,15,5
L-11792,True,False,4,4
L-11793,True,True,15,6
L-11794,True,False,4,5
L-11795,False,False,60,4
L-11796,False,False,47,7
L-11797,True,True,174,10
L-11798,True,False,44,7
L-11799,True,True,25,9
L-11800,False,False,64,9
L-11801,False,False,91,3
L-11802,False,False,23,6
L-11803,False,False,24,8
L-11804,False,False,6,2
L-11805,False,False,67,1
L-11806,True,True,24,1
L-11807,True,True,64,3
L-11808,True,True,18,3
L-11809,False,False,30,7
L-11810,False,False,36,6
L-11811,False,False,1,9
L-11812,False,False,46,4
L-11813,True,False,175,7
L-11814,False,False,83,11
L-11815,False,False,101,9
L-11816,False,False,47,11
L-11817,False,False,14,3
L-11818,False,False,16,9
L-11819,True,True,200,1
L-11820,False,False,42,5
L-11821,False,False,3,4
L-11822,True,False,26,9
L-11823,False,False,88,10
L-11824,True,True,17,4
L-11825,True,True,23,10
L-11826,False,False,16,4
L-11827,True,True,8,3
L-11828,True,True,26,2
L-11829,True,True,39,11
L-11830,False,False,74,3
L-11831,False,False,3,11
L-11832,True,True,39,2
L-11833,False,False,32,7
L-11834,True,True,25,5
L-11835,False,False,26,4
L-11836,True,True,53,2
L-11837,False,False,83,4
L-11838,False,False,73,5
L-11839,False,False,36,11
L-11840,False,False,9,9
L-11841,False,False,50,3
L-11842,False,False,148,1
L-11843,True,True,67,7
L-11844,True,False,29,9
L-11845,False,False,61,2
L-11846,True,True,2,7
L-11847,False,False,1,9
L-11848,True,True,76,1
L-11849,True,False,5,4
L-11850,True,True,21,1
L-11851,False,False,46,8
L-11852,True,True,4,5
L-11853,True,True,61,7
L-11854,False,False,42,10
L-11855,False,False,133,3
L-11856,False,False,20,11
L-11857,True,True,0,4
L-11858,False,False,208,1
L-11859,False,False,17,3
L-11860,False,False,13,5
L-11861,False,False,23,6
L-11862,True,True,0,9
L-11863,True,True,19,7
L-11864,False,False,20,2
L-11865,False,False,14,11
L-11866,False,False,55,3
L-11867,True,True,59,8
L-11868,False,False,100,8
L-11869,False,False,34,10
L-11870,False,False,78,6
L-11871,True,True,58,10
L-11872,True,True,40,8
L-11873,False,False,6,7
L-11874,False,False,27,9
L-11875,True,True,86,10
L-11876,True,True,55,10
L-11877,False,False,26,11
L-11878,False,False,27,8
L-11879,True,False,1,10
L-11880,False,False,25,9
L-11881,True,True,136,7
L-11882,True,True,1,9
L-11883,False,False,34,7
L-11884,True,False,25,6
L-11885,True,False,49,7
L-11886,False,False,89,6
L-11887,True,True,17,3
L-11888,False,False,32,6
L-11889,True,True,173,1
L-11890,False,False,72,11
L-11891,False,False,24,9
L-11892,False,False,11,3
L-11893,True,False,7,3
L-11894,True,True,11,9
L-11895,True,True,40,6
L-11896,True,False,17,11
L-11897,True,True,9,3
L-11898,True,True,75,9
L-11899,True,True,25,8
L-11900,False,False,27,1
L-11901,False,False,7,8
L-11902,True,True,40,10
L-11903,True,True,79,8
L-11904,False,False,26,11
L-11905,False,False,9,9
L-11906,True,True,31,4
L-11907,True,True,17,8
L-11908,True,False,6,1
L-11909,True,True,23,7
L-11910,False,False,9,11
L-11911,False,False,60,4
L-11912,True,True,50,3
L-11913,False,False,52,8
L-11914,False,False,35,9
L-11915,False,False,45,2
L-11916,True,True,28,3
L-11917,False,False,65,8
L-11918,False,False,5,10
L-11919,True,True,2,9
L-11920,False,False,17,10
L-11921,False,False,138,6
L-11922,False,False,16,6
L-11923,False,False,50,8
L-11924,False,False,0,7
L-11925,False,False,51,2
L-11926,False,False,69,7
L-11927,False,False,46,7
L-11928,False,False,12,5
L-11929,True,True,20,7
L-11930,False,False,8,7
L-11931,False,False,17,4
L-11932,True,True,25,4
L-11933,True,False,11,4
L-11934,False,False,0,3
L-11935,True,False,37,11
L-11936,True,True,352,1
L-11937,False,False,79,9
L-11938,True,True,8,3
L-11939,False,False,16,6
L-11940,False,False,41,1
L-11941,True,True,2,4
L-11942,True,True,6,11
L-11943,False,False,56,4
L-11944,False,False,5,4
L-11945,True,True,64,2
L-11946,True,True,35,8
L-11947,True,False,30,8
L-11948,False,False,41,7
L-11949,True,False,30,6
L-11950,False,False,23,7
L-11951,True,True,29,1
L-11952,True,False,5,10
L-11953,False,False,12,11
L-11954,False,False,97,10
L-11955,False,False,56,7
L-11956,False,False,44,5
L-11957,False,False,51,11
L-11958,False,False,17,6
L-11959,False,False,18,11
L-11960,False,False,70,5
L-11961,True,True,54,9
L-11962,False,False,22,4
L-11963,True,True,34,8
L-11964,True,False,11,4
L-11965,True,False,61,2
L-11966,False,False,43,4
L-11967,True,True,16,7
L-11968,True,True,4,6
L-11969,False,False,0,7
L-11970,True,True,28,4
L-11971,True,True,124,7
L-11972,False,False,10,2
L-11973,True,True,143,3
L-11974,True,True,38,3
L-11975,False,False,45,11
L-11976,False,False,178,11
L-11977,True,True,113,9
L-11978,False,False,20,11
L-11979,False,False,7,5
L-11980,True,True,27,5
L-11981,False,False,83,4
L-11982,False,False,13,10
L-11983,True,True,37,6
L-11984,False,False,113,9
L-11985,False,False,10,3
L-11986,False,False,78,11
L-11987,True,True,28,7
L-11988,False,False,81,3
L-11989,True,True,113,9
L-11990,False,False,32,6
L-11991,True,False,63,6
L-11992,True,True,4,11
L-11993,False,False,105,1
L-11994,False,False,92,8
L-11995,True,False,1,10
L-11996,False,False,49,5
L-11997,True,True,0,11
L-11998,False,False,6,1
L-11999,True,False,56,6
L-12000,False,False,47,11
L-12001,False,False,31,11
L-12002,False,False,31,10
L-12003,True,False,70,3
L-12004,False,False,92,2
L-12005,False,False,16,8
L-12006,True,True,21,10
L-12007,True,False,20,9
L-12008,False,False,30,8
L-12009,False,False,15,2
L-12010,True,True,6,4
L-12011,False,False,8,3
L-12012,False,False,37,5
L-12013,False,False,42,8
L-12014,True,True,93,2
L-12015,True,False,1,9
L-12016,True,True,26,2
L-12017,True,True,25,11
L-12018,False,False,6,8
L-12019,False,False,67,5
L-12020,True,True,0,7
L-12021,True,True,1,4
L-12022,True,False,67,9
L-12023,True,True,119,6
L-12024,False,False,189,11
L-12025,True,True,0,10
L-12026,True,True,46,7
L-12027,True,True,33,8
L-12028,False,False,45,8
L-12029,True,False,105,7
L-12030,False,False,0,10
L-12031,False,False,82,7
L-12032,True,True,29,2
L-12033,False,False,83,3
L-12034,False,False,123,7
L-12035,False,False,20,8
L-12036,True,True,88,7
L-12037,False,False,25,11
L-12038,False,False,166,3
L-12039,False,False,16,4
L-12040,True,False,0,11
L-12041,False,False,92,3
L-12042,False,False,109,5
L-12043,True,True,40,8
L-12044,False,False,106,7
L-12045,False,False,21,11
L-12046,False,False,49,1
L-12047,True,False,12,7
L-12048,True,True,26,10
L-12049,False,False,57,3
L-12050,False,False,52,3
L-12051,False,False,53,5
L-12052,True,True,12,5
L-12053,False,False,48,9
L-12054,False,False,16,9
L-12055,False,False,57,8
L-12056,False,False,53,5
L-12057,True,True,58,5
L-12058,False,False,117,10
L-12059,False,False,1,1
L-12060,False,False,55,8
L-12061,True,True,16,2
L-12062,True,True,17,5
L-12063,True,True,96,10
L-12064,True,True,45,11
L-12065,False,False,45,11
L-12066,False,False,64,4
L-12067,True,False,8,10
L-12068,False,False,8,10
L-12069,True,False,90,1
L-12070,True,False,15,7
L-12071,True,True,23,8
L-12072,False,False,16,3
L-12073,True,False,27,4
L-12074,False,False,18,9
L-12075,False,False,32,3
L-12076,True,True,12,5
L-12077,True,True,78,8
L-12078,True,True,9,1
L-12079,True,False,68,1
L-12080,False,False,15,11
L-12081,True,True,15,2
L-12082,True,True,16,11
L-12083,True,False,90,6
L-12084,False,False,34,8
L-12085,True,True,60,2
L-12086,False,False,21,11
L-12087,False,False,39,10
L-12088,False,False,0,11
L-12089,False,False,34,10
L-12090,True,False,45,9
L-12091,False,False,44,4
L-12092,True,True,57,7
L-12093,True,True,87,11
L-12094,True,True,73,4
L-12095,True,True,42,7
L-12096,True,True,43,4
L-12097,False,False,132,6
L-12098,False,False,73,11
L-12099,False,False,6,11
L-12100,False,False,67,6
L-12101,False,False,102,10
L-12102,False,False,70,2
L-12103,False,False,31,5
L-12104,False,False,45,5
L-12105,False,False,29,6
L-12106,False,False,41,8
L-12107,False,False,10,6
L-12108,False,False,132,1
L-12109,False,False,88,2
L-12110,True,True,83,11
L-12111,False,False,73,8
L-12112,True,False,100,11
L-12113,False,False,62,5
L-12114,False,False,118,3
L-12115,False,False,81,9
L-12116,False,False,6,9
L-12117,True,True,11,2
L-12118,False,False,32,9
L-12119,False,False,48,10
L-12120,True,True,1,5
L-12121,False,False,21,1
L-12122,False,False,112,8
L-12123,True,False,18,9
L-12124,True,False,77,2
L-12125,True,True,12,1
L-12126,False,False,29,6
L-12127,False,False,66,5
L-12128,True,True,8,7
L-12129,False,False,27,3
L-12130,False,False,44,1
L-12131,False,False,51,3
L-12132,False,False,196,10
L-12133,True,True,99,3
L-12134,True,True,150,3
L-12135,True,True,19,11
L-12136,True,False,65,5
L-12137,False,False,2,7
L-12138,True,True,31,11
L-12139,False,False,30,9
L-12140,True,False,6,1
L-12141,True,True,46,3
L-12142,True,True,1,10
L-12143,True,True,25,9
L-12144,False,False,17,10
